dataset1,dataset2,Selectivity,Class, dataset1Cardinality, dataset2Cardinality, dataset1GridNPartitions, dataset2GridNPartitions,resultSJSize, BNLJMBRTests, BNLJjobsTimes, BNLJjobsTimesRelStdDev, BNLJsizeJoins, BNLJsizeJoinsRelStdDev,PBSMMBRTests, PBSMjobsTimes, PBSMjobsTimesRelStdDev, PBSMsizeJoins, PBSMsizeJoinsRelStdDev,DJMBRTests, DJjobsTimes, DJjobsTimesRelStdDev, DJsizeJoins, DJsizeJoinsRelStdDev,REPJMBRTests, REPJjobsTimes, REPJjobsTimesRelStdDev, REPJsizeJoins, REPJsizeJoinsRelStdDev
dataset-1042_r7620.wkt.bz2,dataset-1675_r7620.wkt.bz2,0,0,90662,330512,8,8,0,0,0,0,0,0,0,9.316,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1042_r7621.wkt.bz2,dataset-1675_r7621.wkt.bz2,0,0,90662,330512,8,8,0,0,0,0,0,0,0,9.316,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1042_r7622.wkt.bz2,dataset-1675_r7622.wkt.bz2,0,0,90662,330512,8,8,0,0,0,0,0,0,0,9.316,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1795_e4.wkt.bz2,dataset-1930_e4.wkt.bz2,0,0,19937,160122,2,15,0,0,0,0,0,0,0,7.776,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1795_e4_r7623.wkt.bz2,dataset-1930_e4_r7623.wkt.bz2,0,0,19937,160122,2,15,0,0,0,0,0,0,0,7.776,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1795_e4_r7624.wkt.bz2,dataset-1930_e4_r7624.wkt.bz2,0,0,19937,160122,2,15,0,0,0,0,0,0,0,7.776,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1795_e4_r7625.wkt.bz2,dataset-1930_e4_r7625.wkt.bz2,0,0,19937,160122,2,15,0,0,0,0,0,0,0,7.776,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1795_e4_r7626.wkt.bz2,dataset-1930_e4_r7626.wkt.bz2,0,0,19937,160122,2,15,0,0,0,0,0,0,0,7.776,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1795_e4_r7627.wkt.bz2,dataset-1930_e4_r7627.wkt.bz2,0,0,19937,160122,2,15,0,0,0,0,0,0,0,7.776,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1795_e4_r7628.wkt.bz2,dataset-1930_e4_r7628.wkt.bz2,0,0,19937,160122,2,15,0,0,0,0,0,0,0,7.776,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1795_e4_r7629.wkt.bz2,dataset-1930_e4_r7629.wkt.bz2,0,0,19937,160122,2,15,0,0,0,0,0,0,0,7.776,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1795_e4_r7630.wkt.bz2,dataset-1930_e4_r7630.wkt.bz2,0,0,19937,160122,2,15,0,0,0,0,0,0,0,7.776,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-0012.wkt.bz2,dataset-0628.wkt.bz2,0,0,2365,43186,1,1,0,0,0,0,0,0,0,5.394,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-0012_r7631.wkt.bz2,dataset-0628_r7631.wkt.bz2,0,0,2365,43186,1,1,0,0,0,0,0,0,0,5.394,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-0012_r7632.wkt.bz2,dataset-0628_r7632.wkt.bz2,0,0,2365,43186,1,1,0,0,0,0,0,0,0,5.394,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-0012_r7633.wkt.bz2,dataset-0628_r7633.wkt.bz2,0,0,2365,43186,1,1,0,0,0,0,0,0,0,5.394,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-0012_r7634.wkt.bz2,dataset-0628_r7634.wkt.bz2,0,0,2365,43186,1,1,0,0,0,0,0,0,0,5.394,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-0012_r7635.wkt.bz2,dataset-0628_r7635.wkt.bz2,0,0,2365,43186,1,1,0,0,0,0,0,0,0,5.394,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-0012_r7636.wkt.bz2,dataset-0628_r7636.wkt.bz2,0,0,2365,43186,1,1,0,0,0,0,0,0,0,5.394,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-0012_r7637.wkt.bz2,dataset-0628_r7637.wkt.bz2,0,0,2365,43186,1,1,0,0,0,0,0,0,0,5.394,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-0012_r7638.wkt.bz2,dataset-0628_r7638.wkt.bz2,0,0,2365,43186,1,1,0,0,0,0,0,0,0,5.394,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-0774_e4.wkt.bz2,dataset-1711_e4.wkt.bz2,0,0,130750,398031,3,9,0,0,0,0,0,0,0,7.288,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-0774_e4_r7639.wkt.bz2,dataset-1711_e4_r7639.wkt.bz2,0,0,130750,398031,3,9,0,0,0,0,0,0,0,7.288,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-0774_e4_r7640.wkt.bz2,dataset-1711_e4_r7640.wkt.bz2,0,0,130750,398031,3,9,0,0,0,0,0,0,0,7.288,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-0774_e4_r7641.wkt.bz2,dataset-1711_e4_r7641.wkt.bz2,0,0,130750,398031,3,9,0,0,0,0,0,0,0,7.288,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-0774_e4_r7642.wkt.bz2,dataset-1711_e4_r7642.wkt.bz2,0,0,130750,398031,3,9,0,0,0,0,0,0,0,7.288,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-0774_e4_r7643.wkt.bz2,dataset-1711_e4_r7643.wkt.bz2,0,0,130750,398031,3,9,0,0,0,0,0,0,0,7.288,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-0774_e4_r7644.wkt.bz2,dataset-1711_e4_r7644.wkt.bz2,0,0,130750,398031,3,9,0,0,0,0,0,0,0,7.288,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-0774_e4_r7645.wkt.bz2,dataset-1711_e4_r7645.wkt.bz2,0,0,130750,398031,3,9,0,0,0,0,0,0,0,7.288,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-0774_e4_r7646.wkt.bz2,dataset-1711_e4_r7646.wkt.bz2,0,0,130750,398031,3,9,0,0,0,0,0,0,0,7.288,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1797.wkt.bz2,dataset-1329.wkt.bz2,0,0,364190,147915,11,10,0,0,0,0,0,0,0,6.801,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1797_r7647.wkt.bz2,dataset-1329_r7647.wkt.bz2,0,0,364190,147915,11,10,0,0,0,0,0,0,0,6.801,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1797_r7648.wkt.bz2,dataset-1329_r7648.wkt.bz2,0,0,364190,147915,11,10,0,0,0,0,0,0,0,6.801,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1797_r7649.wkt.bz2,dataset-1329_r7649.wkt.bz2,0,0,364190,147915,11,10,0,0,0,0,0,0,0,6.801,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1797_r7650.wkt.bz2,dataset-1329_r7650.wkt.bz2,0,0,364190,147915,11,10,0,0,0,0,0,0,0,6.801,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1797_r7651.wkt.bz2,dataset-1329_r7651.wkt.bz2,0,0,364190,147915,11,10,0,0,0,0,0,0,0,6.801,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1797_r7652.wkt.bz2,dataset-1329_r7652.wkt.bz2,0,0,364190,147915,11,10,0,0,0,0,0,0,0,6.801,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1797_r7653.wkt.bz2,dataset-1329_r7653.wkt.bz2,0,0,364190,147915,11,10,0,0,0,0,0,0,0,6.801,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1797_r7654.wkt.bz2,dataset-1329_r7654.wkt.bz2,0,0,364190,147915,11,10,0,0,0,0,0,0,0,6.801,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1170.wkt.bz2,dataset-0724.wkt.bz2,0,0,239091,353598,6,22,0,0,0,0,0,0,0,6.797,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1170_r7655.wkt.bz2,dataset-0724_r7655.wkt.bz2,0,0,239091,353598,6,22,0,0,0,0,0,0,0,6.797,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1170_r7656.wkt.bz2,dataset-0724_r7656.wkt.bz2,0,0,239091,353598,6,22,0,0,0,0,0,0,0,6.797,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1170_r7657.wkt.bz2,dataset-0724_r7657.wkt.bz2,0,0,239091,353598,6,22,0,0,0,0,0,0,0,6.797,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1170_r7658.wkt.bz2,dataset-0724_r7658.wkt.bz2,0,0,239091,353598,6,22,0,0,0,0,0,0,0,6.797,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1170_r7659.wkt.bz2,dataset-0724_r7659.wkt.bz2,0,0,239091,353598,6,22,0,0,0,0,0,0,0,6.797,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1170_r7660.wkt.bz2,dataset-0724_r7660.wkt.bz2,0,0,239091,353598,6,22,0,0,0,0,0,0,0,6.797,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1170_r7661.wkt.bz2,dataset-0724_r7661.wkt.bz2,0,0,239091,353598,6,22,0,0,0,0,0,0,0,6.797,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1170_r7662.wkt.bz2,dataset-0724_r7662.wkt.bz2,0,0,239091,353598,6,22,0,0,0,0,0,0,0,6.797,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1170.wkt.bz2,dataset-0128.wkt.bz2,0,0,239091,461288,6,31,0,0,0,0,0,0,0,8.016,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1170_r7663.wkt.bz2,dataset-0128_r7663.wkt.bz2,0,0,239091,461288,6,31,0,0,0,0,0,0,0,8.016,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1170_r7664.wkt.bz2,dataset-0128_r7664.wkt.bz2,0,0,239091,461288,6,31,0,0,0,0,0,0,0,8.016,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1170_r7665.wkt.bz2,dataset-0128_r7665.wkt.bz2,0,0,239091,461288,6,31,0,0,0,0,0,0,0,8.016,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1170_r7666.wkt.bz2,dataset-0128_r7666.wkt.bz2,0,0,239091,461288,6,31,0,0,0,0,0,0,0,8.016,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1170_r7667.wkt.bz2,dataset-0128_r7667.wkt.bz2,0,0,239091,461288,6,31,0,0,0,0,0,0,0,8.016,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1170_r7668.wkt.bz2,dataset-0128_r7668.wkt.bz2,0,0,239091,461288,6,31,0,0,0,0,0,0,0,8.016,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1170_r7669.wkt.bz2,dataset-0128_r7669.wkt.bz2,0,0,239091,461288,6,31,0,0,0,0,0,0,0,8.016,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1170_r7670.wkt.bz2,dataset-0128_r7670.wkt.bz2,0,0,239091,461288,6,31,0,0,0,0,0,0,0,8.016,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-0554.wkt.bz2,dataset-1601.wkt.bz2,0,0,400911,13364,30,1,0,0,0,0,0,0,0,6.934,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-0554_r7671.wkt.bz2,dataset-1601_r7671.wkt.bz2,0,0,400911,13364,30,1,0,0,0,0,0,0,0,6.934,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-0554_r7672.wkt.bz2,dataset-1601_r7672.wkt.bz2,0,0,400911,13364,30,1,0,0,0,0,0,0,0,6.934,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-0554_r7673.wkt.bz2,dataset-1601_r7673.wkt.bz2,0,0,400911,13364,30,1,0,0,0,0,0,0,0,6.934,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-0554_r7674.wkt.bz2,dataset-1601_r7674.wkt.bz2,0,0,400911,13364,30,1,0,0,0,0,0,0,0,6.934,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-0554_r7675.wkt.bz2,dataset-1601_r7675.wkt.bz2,0,0,400911,13364,30,1,0,0,0,0,0,0,0,6.934,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-0554_r7676.wkt.bz2,dataset-1601_r7676.wkt.bz2,0,0,400911,13364,30,1,0,0,0,0,0,0,0,6.934,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-0554_r7677.wkt.bz2,dataset-1601_r7677.wkt.bz2,0,0,400911,13364,30,1,0,0,0,0,0,0,0,6.934,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-0554_r7678.wkt.bz2,dataset-1601_r7678.wkt.bz2,0,0,400911,13364,30,1,0,0,0,0,0,0,0,6.934,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1353.wkt.bz2,dataset-0679.wkt.bz2,0,0,363946,127464,24,4,0,0,0,0,0,0,0,7.274,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1353_r7679.wkt.bz2,dataset-0679_r7679.wkt.bz2,0,0,363946,127464,24,4,0,0,0,0,0,0,0,7.274,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1353_r7680.wkt.bz2,dataset-0679_r7680.wkt.bz2,0,0,363946,127464,24,4,0,0,0,0,0,0,0,7.274,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1353_r7681.wkt.bz2,dataset-0679_r7681.wkt.bz2,0,0,363946,127464,24,4,0,0,0,0,0,0,0,7.274,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1353_r7682.wkt.bz2,dataset-0679_r7682.wkt.bz2,0,0,363946,127464,24,4,0,0,0,0,0,0,0,7.274,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1353_r7683.wkt.bz2,dataset-0679_r7683.wkt.bz2,0,0,363946,127464,24,4,0,0,0,0,0,0,0,7.274,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1353_r7684.wkt.bz2,dataset-0679_r7684.wkt.bz2,0,0,363946,127464,24,4,0,0,0,0,0,0,0,7.274,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1353_r7685.wkt.bz2,dataset-0679_r7685.wkt.bz2,0,0,363946,127464,24,4,0,0,0,0,0,0,0,7.274,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1353_r7686.wkt.bz2,dataset-0679_r7686.wkt.bz2,0,0,363946,127464,24,4,0,0,0,0,0,0,0,7.274,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-0999.wkt.bz2,dataset-1184.wkt.bz2,0,0,100358,110869,10,9,0,0,0,0,0,0,0,6.371,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-0999_r7687.wkt.bz2,dataset-1184_r7687.wkt.bz2,0,0,100358,110869,10,9,0,0,0,0,0,0,0,6.371,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-0999_r7688.wkt.bz2,dataset-1184_r7688.wkt.bz2,0,0,100358,110869,10,9,0,0,0,0,0,0,0,6.371,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-0999_r7689.wkt.bz2,dataset-1184_r7689.wkt.bz2,0,0,100358,110869,10,9,0,0,0,0,0,0,0,6.371,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-0999_r7690.wkt.bz2,dataset-1184_r7690.wkt.bz2,0,0,100358,110869,10,9,0,0,0,0,0,0,0,6.371,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-0999_r7691.wkt.bz2,dataset-1184_r7691.wkt.bz2,0,0,100358,110869,10,9,0,0,0,0,0,0,0,6.371,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-0999_r7692.wkt.bz2,dataset-1184_r7692.wkt.bz2,0,0,100358,110869,10,9,0,0,0,0,0,0,0,6.371,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-0999_r7693.wkt.bz2,dataset-1184_r7693.wkt.bz2,0,0,100358,110869,10,9,0,0,0,0,0,0,0,6.371,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-0999_r7694.wkt.bz2,dataset-1184_r7694.wkt.bz2,0,0,100358,110869,10,9,0,0,0,0,0,0,0,6.371,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1480.wkt.bz2,dataset-1910.wkt.bz2,0,0,205250,18429,3,2,0,0,0,0,0,0,0,14.55,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1480_r7695.wkt.bz2,dataset-1910_r7695.wkt.bz2,0,0,205250,18429,3,2,0,0,0,0,0,0,0,14.55,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1480_r7696.wkt.bz2,dataset-1910_r7696.wkt.bz2,0,0,205250,18429,3,2,0,0,0,0,0,0,0,14.55,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1480_r7697.wkt.bz2,dataset-1910_r7697.wkt.bz2,0,0,205250,18429,3,2,0,0,0,0,0,0,0,14.55,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1480_r7698.wkt.bz2,dataset-1910_r7698.wkt.bz2,0,0,205250,18429,3,2,0,0,0,0,0,0,0,14.55,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1480_r7699.wkt.bz2,dataset-1910_r7699.wkt.bz2,0,0,205250,18429,3,2,0,0,0,0,0,0,0,14.55,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1480_r7700.wkt.bz2,dataset-1910_r7700.wkt.bz2,0,0,205250,18429,3,2,0,0,0,0,0,0,0,14.55,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1480_r7701.wkt.bz2,dataset-1910_r7701.wkt.bz2,0,0,205250,18429,3,2,0,0,0,0,0,0,0,14.55,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1480_r7702.wkt.bz2,dataset-1910_r7702.wkt.bz2,0,0,205250,18429,3,2,0,0,0,0,0,0,0,14.55,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1931.wkt.bz2,dataset-1722.wkt.bz2,0,0,63935,441895,4,24,0,0,0,0,0,0,0,6.945,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1931_r7703.wkt.bz2,dataset-1722_r7703.wkt.bz2,0,0,63935,441895,4,24,0,0,0,0,0,0,0,6.945,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1931_r7704.wkt.bz2,dataset-1722_r7704.wkt.bz2,0,0,63935,441895,4,24,0,0,0,0,0,0,0,6.945,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1931_r7705.wkt.bz2,dataset-1722_r7705.wkt.bz2,0,0,63935,441895,4,24,0,0,0,0,0,0,0,6.945,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1931_r7706.wkt.bz2,dataset-1722_r7706.wkt.bz2,0,0,63935,441895,4,24,0,0,0,0,0,0,0,6.945,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1931_r7707.wkt.bz2,dataset-1722_r7707.wkt.bz2,0,0,63935,441895,4,24,0,0,0,0,0,0,0,6.945,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1931_r7708.wkt.bz2,dataset-1722_r7708.wkt.bz2,0,0,63935,441895,4,24,0,0,0,0,0,0,0,6.945,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1931_r7709.wkt.bz2,dataset-1722_r7709.wkt.bz2,0,0,63935,441895,4,24,0,0,0,0,0,0,0,6.945,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1931_r7710.wkt.bz2,dataset-1722_r7710.wkt.bz2,0,0,63935,441895,4,24,0,0,0,0,0,0,0,6.945,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1903_e4.wkt.bz2,dataset-1045_e4.wkt.bz2,0,0,111248,242541,8,18,0,0,0,0,0,0,0,13.166,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1903_e4_r7711.wkt.bz2,dataset-1045_e4_r7711.wkt.bz2,0,0,111248,242541,8,18,0,0,0,0,0,0,0,13.166,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1903_e4_r7712.wkt.bz2,dataset-1045_e4_r7712.wkt.bz2,0,0,111248,242541,8,18,0,0,0,0,0,0,0,13.166,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1903_e4_r7713.wkt.bz2,dataset-1045_e4_r7713.wkt.bz2,0,0,111248,242541,8,18,0,0,0,0,0,0,0,13.166,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1903_e4_r7714.wkt.bz2,dataset-1045_e4_r7714.wkt.bz2,0,0,111248,242541,8,18,0,0,0,0,0,0,0,13.166,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1903_e4_r7715.wkt.bz2,dataset-1045_e4_r7715.wkt.bz2,0,0,111248,242541,8,18,0,0,0,0,0,0,0,13.166,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1903_e4_r7716.wkt.bz2,dataset-1045_e4_r7716.wkt.bz2,0,0,111248,242541,8,18,0,0,0,0,0,0,0,13.166,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1903_e4_r7717.wkt.bz2,dataset-1045_e4_r7717.wkt.bz2,0,0,111248,242541,8,18,0,0,0,0,0,0,0,13.166,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1903_e4_r7718.wkt.bz2,dataset-1045_e4_r7718.wkt.bz2,0,0,111248,242541,8,18,0,0,0,0,0,0,0,13.166,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-0331.wkt.bz2,dataset-1866.wkt.bz2,0,0,437632,173675,42,6,0,0,0,0,0,0,0,7.159,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-0331_r7719.wkt.bz2,dataset-1866_r7719.wkt.bz2,0,0,437632,173675,42,6,0,0,0,0,0,0,0,7.159,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-0331_r7720.wkt.bz2,dataset-1866_r7720.wkt.bz2,0,0,437632,173675,42,6,0,0,0,0,0,0,0,7.159,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-0331_r7721.wkt.bz2,dataset-1866_r7721.wkt.bz2,0,0,437632,173675,42,6,0,0,0,0,0,0,0,7.159,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-0331_r7722.wkt.bz2,dataset-1866_r7722.wkt.bz2,0,0,437632,173675,42,6,0,0,0,0,0,0,0,7.159,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-0331_r7723.wkt.bz2,dataset-1866_r7723.wkt.bz2,0,0,437632,173675,42,6,0,0,0,0,0,0,0,7.159,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-0331_r7724.wkt.bz2,dataset-1866_r7724.wkt.bz2,0,0,437632,173675,42,6,0,0,0,0,0,0,0,7.159,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-0331_r7725.wkt.bz2,dataset-1866_r7725.wkt.bz2,0,0,437632,173675,42,6,0,0,0,0,0,0,0,7.159,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-0331_r7726.wkt.bz2,dataset-1866_r7726.wkt.bz2,0,0,437632,173675,42,6,0,0,0,0,0,0,0,7.159,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1064.wkt.bz2,dataset-1951.wkt.bz2,0,0,421444,219182,40,20,0,0,0,0,0,0,0,10.073,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1064_r7727.wkt.bz2,dataset-1951_r7727.wkt.bz2,0,0,421444,219182,40,20,0,0,0,0,0,0,0,10.073,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1064_r7728.wkt.bz2,dataset-1951_r7728.wkt.bz2,0,0,421444,219182,40,20,0,0,0,0,0,0,0,10.073,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1064_r7729.wkt.bz2,dataset-1951_r7729.wkt.bz2,0,0,421444,219182,40,20,0,0,0,0,0,0,0,10.073,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1064_r7730.wkt.bz2,dataset-1951_r7730.wkt.bz2,0,0,421444,219182,40,20,0,0,0,0,0,0,0,10.073,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1064_r7731.wkt.bz2,dataset-1951_r7731.wkt.bz2,0,0,421444,219182,40,20,0,0,0,0,0,0,0,10.073,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1064_r7732.wkt.bz2,dataset-1951_r7732.wkt.bz2,0,0,421444,219182,40,20,0,0,0,0,0,0,0,10.073,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1064_r7733.wkt.bz2,dataset-1951_r7733.wkt.bz2,0,0,421444,219182,40,20,0,0,0,0,0,0,0,10.073,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1064_r7734.wkt.bz2,dataset-1951_r7734.wkt.bz2,0,0,421444,219182,40,20,0,0,0,0,0,0,0,10.073,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1253_e4.wkt.bz2,dataset-1087_e4.wkt.bz2,0,0,323532,424812,29,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1253_e4_r7735.wkt.bz2,dataset-1087_e4_r7735.wkt.bz2,0,0,323532,424812,29,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1253_e4_r7736.wkt.bz2,dataset-1087_e4_r7736.wkt.bz2,0,0,323532,424812,29,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1253_e4_r7737.wkt.bz2,dataset-1087_e4_r7737.wkt.bz2,0,0,323532,424812,29,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1253_e4_r7738.wkt.bz2,dataset-1087_e4_r7738.wkt.bz2,0,0,323532,424812,29,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1253_e4_r7739.wkt.bz2,dataset-1087_e4_r7739.wkt.bz2,0,0,323532,424812,29,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1253_e4_r7740.wkt.bz2,dataset-1087_e4_r7740.wkt.bz2,0,0,323532,424812,29,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1253_e4_r7741.wkt.bz2,dataset-1087_e4_r7741.wkt.bz2,0,0,323532,424812,29,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1253_e4_r7742.wkt.bz2,dataset-1087_e4_r7742.wkt.bz2,0,0,323532,424812,29,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1264.wkt.bz2,dataset-0722.wkt.bz2,0,0,367395,9345,14,1,0,0,0,0,0,0,0,6.51,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1264_r7743.wkt.bz2,dataset-0722_r7743.wkt.bz2,0,0,367395,9345,14,1,0,0,0,0,0,0,0,6.51,0,0,0,0,0,0,0,0,0,0,0,0,0
dataset-1264_r7744.wkt.bz2,dataset-0722_r7744.wkt.bz2,0,0,367395,9345,14,1,0,0,0,0,0,0,0,6.51,0,0,0,0,0,0,0,0,0,0,0,0,0
